Timestamp,Household_ID,Region,Energy_Consumption_kWh,Voltage_V,Current_A,Solar_Generation_kWh,EV_Charging_kWh,Temperature_C,Humidity_Percent,Grid_Load_Percent,Fault_Flag,Maintenance_Status,Electricity_Cost_EUR
1/2/2025 7:00,HH_991,North,3.58,240.09,8.9,5.69,3.72,2.67,64.93,23.75,0,Good,1.91
1/2/2025 8:00,HH_504,North,2.52,240.66,11.88,2.65,6.72,-2.07,20.34,56.3,0,Warning,3.12
1/2/2025 9:00,HH_207,South,4.32,237.23,32.24,5.72,4.05,37.7,33.8,37.85,0,Good,2.46
1/2/2025 10:00,HH_238,East,4.75,250.64,8.49,2.62,5.46,38.45,67.13,71.64,0,Good,0.39
1/2/2025 11:00,HH_192,East,2.96,233.95,37.75,4.7,1.39,31.38,37.42,51.95,1,Good,2.5
1/2/2025 12:00,HH_28,North,3.3,242.38,20.53,0,8.46,8.71,81.34,61.17,0,Good,1.9
1/2/2025 13:00,HH_107,South,2.97,234.84,12.05,7.84,5.69,-0.6,49.44,91.34,0,Good,0.38
1/2/2025 14:00,HH_223,North,2,241.37,16.19,5.99,7.14,25.79,73.56,56.75,1,Warning,0.63
1/2/2025 15:00,HH_380,South,4.89,234.48,11,2.43,5.1,14.81,86.38,99.79,0,Good,2.9
1/2/2025 16:00,HH_429,East,2.21,244.7,15.99,0,6.47,0.49,53.62,30.92,1,Warning,4.1
1/2/2025 17:00,HH_84,West,0.48,241.74,6.1,3.58,1.38,17.28,70.63,88.59,0,Warning,2.43
1/2/2025 18:00,HH_498,South,2.25,231.83,33.1,0.11,2.53,-3.45,83.25,49.07,0,Good,0.34
1/2/2025 19:00,HH_237,East,6.11,240.7,38.58,3.89,8.04,35.92,38.47,83.63,0,Good,4.23
1/2/2025 20:00,HH_149,South,3,237.39,26.71,3.82,8.68,6.65,86.39,59.9,0,Good,3.36
1/2/2025 21:00,HH_795,West,2.51,239.21,32.53,1.12,0.56,24.81,84.52,61.85,0,Good,4.59
1/2/2025 22:00,HH_851,West,0.96,231.66,9.9,5.24,4.75,9.03,24.53,62.64,0,Warning,4.95
1/2/2025 23:00,HH_612,North,0.76,246.99,3.45,4.61,2.71,18.4,55.33,39.33,0,Good,4.25
1/3/2025 0:00,HH_844,West,2.36,235.19,25.46,4.95,1.91,19.6,28.34,24.27,0,Warning,4.56
1/3/2025 1:00,HH_35,West,1.94,238.81,32.89,3.02,4.85,3.32,86.46,72.27,0,Good,3.87
1/3/2025 2:00,HH_944,North,6.25,235.59,33.54,0.17,7.42,38.63,37.97,22.05,0,Good,4.59
1/3/2025 3:00,HH_97,West,4.63,238.75,21.78,4.96,5.35,29.88,47.82,78.12,0,Good,2.41
1/3/2025 4:00,HH_868,North,5.25,239.44,25.26,2.46,3.04,37.28,90.35,45.89,0,Good,4.64
1/3/2025 5:00,HH_233,South,3.54,239.58,15.36,0.22,5.54,35.27,62.16,51.68,0,Good,1.14
1/3/2025 6:00,HH_407,East,2.12,247.03,33.4,5.7,2.92,21.91,89.53,80.23,0,Warning,0.68
1/3/2025 7:00,HH_960,North,5.36,239.49,28.21,7.2,5.24,36.48,54.62,32.07,0,Good,2.41
1/3/2025 8:00,HH_525,South,4.81,247.97,8.25,2.92,8.19,-1.02,93.71,71.96,0,Good,1.36
1/3/2025 9:00,HH_758,West,0.2,232.92,11.9,7.32,0,3.82,91.64,65.81,0,Critical,3.31
1/3/2025 10:00,HH_926,South,3.38,245.95,6.92,3.18,6.39,-2.96,21.51,53.36,0,Good,4.1
1/3/2025 11:00,HH_970,North,3.39,244.93,20.72,2.24,0,9.64,50.46,70.05,0,Good,1.16
1/3/2025 12:00,HH_489,North,3.7,245.47,8.89,1.74,7.68,12.49,91.25,48.81,1,Good,0.44
1/3/2025 13:00,HH_404,North,3.01,250.68,7.19,6.27,2.09,7.21,81.07,41.15,0,Warning,3.08
1/3/2025 14:00,HH_774,North,3.09,227.32,7.26,1.44,0.35,32.29,35.9,27.15,0,Warning,3.33
1/3/2025 15:00,HH_223,South,1.72,229.62,11.37,4.47,6.09,11.05,86.37,67.25,0,Good,2.94
1/3/2025 16:00,HH_403,East,2.01,240.28,32.55,1.88,5.09,7.64,35.12,96.81,0,Good,3.49
1/3/2025 17:00,HH_451,East,0.6,229.54,37.59,2.08,1,19.42,90.21,84.45,0,Good,0.38
1/3/2025 18:00,HH_586,South,0.48,230.01,39.84,5.06,0.24,1.34,26.23,27.53,0,Warning,3.45
1/3/2025 19:00,HH_778,East,5.04,238.84,2.57,2.24,3.44,31.1,90.97,37.56,1,Good,2.59
1/3/2025 20:00,HH_184,West,2.54,237.54,23.19,2.19,0.39,-1.65,26.17,71.95,0,Critical,1.51
1/3/2025 21:00,HH_277,South,4.05,230.91,11.39,5.27,0.82,39.41,37.09,20.16,0,Good,2.26
1/3/2025 22:00,HH_895,South,3.61,236.88,39.57,6.19,4.35,29.75,62.46,65.05,0,Good,1.01
1/3/2025 23:00,HH_568,South,1.49,243.74,39.39,4.29,1.1,3.94,34.1,97.92,0,Warning,0.22
1/4/2025 0:00,HH_569,East,2.33,242.4,37.43,1.69,5.28,-4.75,49.19,48.17,0,Good,1.06
1/4/2025 1:00,HH_386,South,6.5,243.7,1.55,1.98,8.47,31.7,32.67,91.48,0,Warning,2.59
1/4/2025 2:00,HH_493,South,3.26,237.64,7.03,3.16,3.55,26.81,61.83,28.63,0,Good,2.26
1/4/2025 3:00,HH_295,North,3.36,246.01,22.55,3.64,4.39,27.81,65.82,23.72,0,Good,4.79
1/4/2025 4:00,HH_61,North,7.12,249.1,8.3,1.02,10.05,29.71,36.53,47.79,0,Good,4.51
1/4/2025 5:00,HH_685,East,1.29,240.97,34.34,4.45,0.44,-1.67,41.87,66.3,0,Good,1.3
1/4/2025 6:00,HH_990,North,4.91,237.69,28.29,3.17,7.57,11.13,75.36,86.77,0,Good,2.16
1/4/2025 7:00,HH_622,West,5.32,239.81,8.18,0,7.21,0.21,26.49,34.83,1,Warning,4.84
1/4/2025 8:00,HH_924,North,3.89,233.76,32.92,1.14,6.56,33.84,53.97,40.92,0,Good,2.06
1/4/2025 9:00,HH_146,North,2.75,238.27,20.43,1.99,7.88,23.05,41.76,58.31,0,Good,4.91
1/4/2025 10:00,HH_526,South,4.7,243.07,28.68,2.85,4.84,9.89,50.93,47.67,0,Warning,1.22
1/4/2025 11:00,HH_183,West,1.54,241.77,6.45,6.78,2.25,-2.14,82.66,20.35,0,Warning,3.05
1/4/2025 12:00,HH_315,West,1.81,242.48,21.2,3.48,7.28,8.99,93.43,46.45,0,Good,3.82
1/4/2025 13:00,HH_877,North,3.9,231.89,31.28,1.32,7.4,9.63,33.53,40.86,1,Good,0.73
1/4/2025 14:00,HH_659,East,4.61,243.48,14.48,3.44,7.32,27.83,24.58,60.41,0,Good,4.9
1/4/2025 15:00,HH_744,South,4.2,237.26,8.29,2.3,4.13,23.69,34.77,29.28,0,Warning,3.46
1/4/2025 16:00,HH_996,East,4.91,238.88,25.94,3.65,1.85,34.92,85.44,74.81,0,Good,0.43
1/4/2025 17:00,HH_809,East,4.22,236.36,26.12,4.16,4.57,16.25,85.96,43.52,0,Good,0.45
1/4/2025 18:00,HH_652,East,4.68,247.55,8.97,5.42,6.83,0.38,41.51,38.39,0,Warning,1.59
1/4/2025 19:00,HH_660,West,2.51,233.37,3.7,2.95,7.07,27.1,44.74,44.37,1,Good,4.84
1/4/2025 20:00,HH_930,East,3.47,239.49,7.49,6.28,2.71,29.24,69.8,56.75,0,Good,4.2
1/4/2025 21:00,HH_893,East,1.83,233.4,11.75,4.82,4.95,20.26,45.63,91.01,0,Good,3.76
1/4/2025 22:00,HH_36,West,1.71,244.83,2.41,1.59,0.07,29.69,87.81,74.99,0,Warning,1.34
1/4/2025 23:00,HH_789,North,3.93,240.64,36.99,7.42,6.95,17.22,80.08,34.19,0,Good,4.26
1/5/2025 0:00,HH_56,West,1.82,234.5,9.99,3.65,1.65,18.52,46.84,73.81,0,Warning,2.76
1/5/2025 1:00,HH_979,West,5.1,240.4,29.82,1.33,6.36,14.24,92.92,32.25,0,Good,4.95
1/5/2025 2:00,HH_41,North,0.2,235.86,17.17,6.31,0.55,-3.86,75.87,45.49,0,Good,1.44
1/5/2025 3:00,HH_383,East,4.01,244.17,20.58,7.16,7.09,-0.14,76.8,57.05,0,Good,4.42
1/5/2025 4:00,HH_169,East,1.78,250.15,21.94,2.93,4.97,-3.59,92.03,70.89,0,Good,0.4
1/5/2025 5:00,HH_171,North,1.52,233.36,31.14,1.99,1.66,23.64,52.3,57.61,0,Good,4.12
1/5/2025 6:00,HH_618,East,3.29,247,31.73,2.66,6.07,9.15,23.11,66.68,0,Good,2.91
1/5/2025 7:00,HH_739,North,1.78,246.11,6.51,4.43,2.23,17.89,94.32,74.62,0,Good,2.4
1/5/2025 8:00,HH_456,West,4.2,238.35,12.83,5.56,6.25,35.84,90.15,96.94,0,Critical,1.19
1/5/2025 9:00,HH_598,East,3.96,243.57,23.35,4.14,3.18,6.22,92.46,92.46,0,Good,0.93
1/5/2025 10:00,HH_491,East,2.32,241.22,13.89,3.2,0,13.47,55.54,60.52,0,Good,1.86
1/5/2025 11:00,HH_294,South,1.6,239.79,6.18,6,1.05,29,32.34,79.42,0,Warning,0.91
1/5/2025 12:00,HH_658,East,1.43,237.57,16.93,2.37,2.71,5.3,34.69,55.1,0,Good,1.27
1/5/2025 13:00,HH_264,South,3.24,243.5,9.52,5.06,8.1,-1.54,55.49,97.28,1,Warning,4.94
1/5/2025 14:00,HH_247,East,3.39,237.37,6.6,2.42,6.7,8.04,70.65,26.22,0,Good,4.24
1/5/2025 15:00,HH_962,South,4.24,244.99,12.86,3.86,8.87,2.25,54.89,36.42,0,Warning,0.3
1/5/2025 16:00,HH_148,North,4.6,235.7,12.69,2.77,8.96,36.84,49.59,40.68,0,Good,1.66
1/5/2025 17:00,HH_965,East,4.26,250.45,4.79,2.89,2.4,31.37,92.26,42.56,0,Good,0.91
1/5/2025 18:00,HH_441,North,1.65,234.31,23.78,2.25,3.43,23.5,68.58,41.97,0,Good,0.99
1/5/2025 19:00,HH_362,South,3.44,254.16,13.26,5.69,2.77,34.22,50.55,68.37,0,Good,0.9
1/5/2025 20:00,HH_222,South,3.84,238.24,7.76,1.53,1.99,31.17,71.74,91.5,0,Good,2.87
1/5/2025 21:00,HH_658,South,1,243.89,32.93,1.52,0,3.4,79.38,25.38,0,Warning,0.96
1/5/2025 22:00,HH_108,South,4.51,244.94,1.1,7.24,3.96,35.17,47.55,86.56,0,Good,4.98
1/5/2025 23:00,HH_956,West,1.95,240.91,18.72,4.96,0.14,19.27,55.63,44.02,0,Good,1.03
1/6/2025 0:00,HH_215,North,4.64,245.62,17.96,0,3.9,31.33,68.14,67.14,0,Good,4.36
1/6/2025 1:00,HH_757,South,5.77,236.99,27.17,1.87,10.35,35.32,67.82,72.7,0,Good,3.98
1/6/2025 2:00,HH_130,East,4.3,233.86,16.19,0,2.47,9.31,33.16,64.95,0,Critical,4.8
1/6/2025 3:00,HH_938,South,3.91,240.26,21,1.1,4.58,-0.05,57.27,27.54,0,Good,4.7
1/6/2025 4:00,HH_576,North,3.52,243.87,36.43,0,6.72,5.26,39.43,58.71,0,Good,2.64
1/6/2025 5:00,HH_300,West,2.14,237.08,7.56,2.73,4.84,14.22,88.52,25.02,0,Good,4.97
1/6/2025 6:00,HH_435,North,2.81,241.43,5.11,0.72,4.88,31.81,57.24,20.21,0,Critical,4.55
1/6/2025 7:00,HH_869,East,2.44,233.44,30.12,3.12,2.91,33.73,77.49,36.14,0,Good,2.46
1/6/2025 8:00,HH_362,West,4.8,241.25,29.97,0,3.3,-4.69,23.31,43.8,0,Critical,2.42
1/6/2025 9:00,HH_224,North,1.73,237.85,36.87,3.17,1.12,17.98,48.62,74.92,0,Good,3.67
1/6/2025 10:00,HH_577,South,4.95,240.92,39.34,2.17,6.54,13.78,31.91,50.74,0,Good,2.57
1/6/2025 11:00,HH_487,East,0.2,240.59,15.99,6,0,4.99,49.47,59.15,0,Warning,4.51
1/6/2025 12:00,HH_577,East,2.84,235.29,15.72,5.82,6.91,0.39,79.63,67.87,0,Warning,0.63
1/6/2025 13:00,HH_374,West,3.18,240.73,36.28,4.57,0,10.19,89.52,22.73,0,Good,4.76
1/6/2025 14:00,HH_892,North,3.58,237.38,34.57,2.35,6.89,37.43,88.72,47.83,0,Good,4.92
1/6/2025 15:00,HH_694,East,2.27,244.62,15.64,6.97,2.94,9.54,28.92,54.15,0,Good,4.96
1/6/2025 16:00,HH_108,West,3.79,244.68,3.98,0,0.3,18.35,42.61,40.93,0,Good,3.42
1/6/2025 17:00,HH_351,South,5.76,241.03,23.67,0.19,5.74,26.64,69.53,50.07,0,Good,0.21
1/6/2025 18:00,HH_423,South,4.73,240.48,11.48,2.83,6.79,11.36,35.27,59.46,0,Good,3.99
1/6/2025 19:00,HH_392,West,4.54,243.73,36.44,7.51,2.69,38.73,23.86,67.07,0,Good,3.82
1/6/2025 20:00,HH_835,North,5.4,244.73,32.44,2.6,6.16,38.31,91.53,43.24,0,Good,0.87
1/6/2025 21:00,HH_623,South,0.88,247.77,36.14,2.63,0,6.33,44.71,75.83,0,Good,1.49
1/6/2025 22:00,HH_76,South,3.05,238.77,4.16,0.12,0.04,17.38,51.49,88.84,0,Good,1.1
1/6/2025 23:00,HH_250,West,5.16,233.71,34.72,4.89,7.88,8.54,40.44,30.67,0,Good,4.6
1/7/2025 0:00,HH_241,North,2.44,244.81,24.13,4.91,3.33,7.82,44.39,43.22,0,Good,1.8
1/7/2025 1:00,HH_226,South,0.73,247.91,9.4,4.58,0,-3.34,92.3,47.7,0,Good,4.74
1/7/2025 2:00,HH_817,North,2.92,240.35,12.75,1.74,1.9,22.43,34.38,28.43,0,Warning,1.9
1/7/2025 3:00,HH_473,West,2.99,239.75,18.81,1.59,1.23,17.62,57.12,68.91,0,Good,1.91
1/7/2025 4:00,HH_676,North,2.04,248,25.48,0.41,3.5,-2.68,67.86,36.86,0,Good,1.72
1/7/2025 5:00,HH_263,North,3.26,234.61,10.08,3.17,2.89,7.54,36.83,92.56,0,Warning,4.2
1/7/2025 6:00,HH_15,East,4.83,238.49,9.07,0.84,4.54,35.87,73.67,31.04,0,Good,1.12
1/7/2025 7:00,HH_341,South,3.49,236.82,35.79,0.65,3.79,5.78,71.19,78.13,0,Good,3.48
1/7/2025 8:00,HH_665,South,3.27,240.14,33.96,2.15,8.08,1.52,91.61,72.59,0,Good,0.49
1/7/2025 9:00,HH_496,South,2.06,245.18,30.9,2.02,5.27,17.03,54.53,57.48,0,Good,4.98
1/7/2025 10:00,HH_441,North,5.29,233.78,30.67,1.92,5.37,39.35,48.85,61.31,0,Good,2.47
1/7/2025 11:00,HH_550,West,3.84,245.17,30.87,3.93,7.5,5.89,47.08,32.77,0,Good,0.71
1/7/2025 12:00,HH_37,North,2.34,235.84,37.04,3.16,2.83,25.25,47.32,22.31,0,Good,2.34
1/7/2025 13:00,HH_634,South,1.97,242.21,33.91,2.42,0.21,29.27,22.82,95.46,0,Good,0.49
1/7/2025 14:00,HH_784,South,3.12,228.6,16.15,3.37,7.62,5.69,37.72,22.87,0,Good,3.45
1/7/2025 15:00,HH_769,South,3.79,229.76,19.38,1.02,4.41,27.77,29,66.07,0,Good,2.51
1/7/2025 16:00,HH_175,South,4.53,239.24,24.58,3.21,4.42,11.55,86.05,85.08,0,Good,0.71
1/7/2025 17:00,HH_436,West,3.48,246.34,19.55,3.3,2.1,23.45,24.22,20.41,0,Good,3.09
1/7/2025 18:00,HH_293,East,4.3,245.29,12.58,0,2.15,23.51,47.39,50.58,0,Warning,1.52
1/7/2025 19:00,HH_301,North,3.16,232.05,34.58,4.99,6.54,19.11,36.46,44.38,0,Good,4.72
1/7/2025 20:00,HH_654,West,3.89,245.54,32.33,1.24,6.95,-0.94,68.42,36.68,0,Good,3.31
1/7/2025 21:00,HH_953,East,3.33,242.63,16.2,3.18,6.35,32.59,44.48,33.23,0,Good,2.09
1/7/2025 22:00,HH_674,South,3.82,242.19,5.47,5.33,6.38,9.44,21.24,50.15,0,Warning,0.78
1/7/2025 23:00,HH_962,West,2.67,251.43,1.19,4.85,5.71,3.39,87.04,31.52,0,Critical,3.53
1/8/2025 0:00,HH_927,West,3.74,236.88,4.61,3.07,4.39,-3.17,67.73,35.61,0,Warning,2.42
1/8/2025 1:00,HH_339,West,2.59,244.87,7.03,2.28,3.47,21.59,20.1,63.77,0,Warning,3.77
1/8/2025 2:00,HH_979,North,2.49,240.19,26.65,4.9,7.63,25.49,70.98,39.17,0,Warning,3.28
1/8/2025 3:00,HH_940,East,1.17,248.13,9.56,4.35,2.88,-4.25,36.23,26.18,0,Good,3.15
1/8/2025 4:00,HH_23,East,4.35,241.74,25.76,1.76,5.11,18.04,92.27,89.19,1,Good,3.7
1/8/2025 5:00,HH_350,North,1.59,237.4,13.8,1.41,1.59,5.19,53.36,54.67,0,Good,1.84
1/8/2025 6:00,HH_849,East,2.25,236.73,35.91,0,2.02,24.03,36.74,86.4,0,Warning,4.84
1/8/2025 7:00,HH_66,South,4.08,241.16,19.29,3.31,3.29,2.85,22.27,24.14,0,Good,4.69
1/8/2025 8:00,HH_395,West,3.26,236.04,27.24,2.83,1.59,26.09,24.4,70.96,0,Good,3.61
1/8/2025 9:00,HH_433,East,1.71,225.45,18.98,5.27,6.39,12.4,24.23,85.48,0,Warning,0.69
1/8/2025 10:00,HH_974,East,1.82,246.58,36.59,3.72,0,37.15,22.36,75.71,0,Good,4.09
1/8/2025 11:00,HH_570,West,1.68,245.66,27.81,5.67,4.3,1.19,61.14,87.45,0,Good,1.69
1/8/2025 12:00,HH_29,South,3.44,240.01,26.04,1.61,4.4,10.35,83.5,28.98,0,Good,0.76
1/8/2025 13:00,HH_83,South,2.34,243.55,24.1,5.28,0,0.11,45.95,33.71,0,Critical,3.39
1/8/2025 14:00,HH_476,East,3.17,243.83,39.56,1.94,2.68,36.61,46.16,32.74,0,Good,3.89
1/8/2025 15:00,HH_435,South,5.21,240.26,27.71,4.56,4.77,34.48,27.8,70.77,0,Warning,4.31
1/8/2025 16:00,HH_641,North,2.19,231.28,30.41,0.08,5.29,6.61,20.09,99.78,0,Good,0.69
1/8/2025 17:00,HH_133,West,1.93,241.73,4.19,3.47,3.39,24.7,91.38,53.21,0,Good,1.11
1/8/2025 18:00,HH_115,West,6.35,238.71,32.75,0,6.03,31.77,54.33,93.09,1,Warning,4.52
1/8/2025 19:00,HH_34,North,1.52,250.05,24.27,2.47,3.67,19.98,75.3,91.4,0,Warning,1.19
1/8/2025 20:00,HH_637,South,4.04,243.3,14.13,3.88,4.04,18.83,85.12,84.96,0,Critical,3
1/8/2025 21:00,HH_78,South,3.86,243.32,23.69,1.96,4.75,5.88,28.4,58.38,0,Warning,1.01
1/8/2025 22:00,HH_275,West,2.32,247.44,25.4,0.9,6.78,-0.81,39.7,45.46,1,Warning,0.76
1/8/2025 23:00,HH_344,North,3.21,240.56,11.15,4.69,1.97,35.37,57.65,24.48,1,Good,1.28
1/9/2025 0:00,HH_680,North,3.77,249.96,18.05,2.79,2.54,35.52,42.3,58.32,0,Good,1.22
1/9/2025 1:00,HH_81,West,4.24,234.88,29.13,2.02,1.99,23.49,24,89.89,0,Good,1.06
1/9/2025 2:00,HH_962,East,2.26,239.44,9.81,3.08,3,10.26,86.96,58.48,0,Good,0.58
1/9/2025 3:00,HH_607,West,2.93,246.7,33.61,8,8.28,10.71,38.74,20.13,1,Warning,0.45
1/9/2025 4:00,HH_721,East,2.14,233.86,4.02,5.31,5.72,27.67,25.46,83.63,1,Good,1.65
1/9/2025 5:00,HH_960,East,3.32,238.24,23.67,5.33,0.61,35.37,51.68,30.32,0,Good,1.7
1/9/2025 6:00,HH_72,East,2.4,242.43,15.81,3.87,2.2,34.92,80.33,33.16,0,Warning,3.92
1/9/2025 7:00,HH_145,West,2.36,242.66,3.08,3.33,5.12,30.09,32.63,38.7,0,Good,4.17
1/9/2025 8:00,HH_38,North,4.62,236.8,31.2,0,1.28,23.89,52.77,35.54,0,Good,0.84
1/9/2025 9:00,HH_474,North,1.65,247.29,22.32,1.64,1.82,-1.21,33.91,77.33,1,Good,3.98
1/9/2025 10:00,HH_171,North,2.7,235.01,28.9,2.04,8.03,2.27,81.36,95.25,0,Warning,1.41
1/9/2025 11:00,HH_40,West,4.72,241.1,15.82,0,2.16,35.43,59.21,29.37,1,Good,2.54
1/9/2025 12:00,HH_173,West,5.17,236.71,34.53,0.69,6.86,22.29,63.38,51.2,0,Good,0.52
1/9/2025 13:00,HH_424,South,2.67,230.78,4.26,0,7.77,-4.59,76.07,68.11,0,Good,2.05
1/9/2025 14:00,HH_199,West,0.88,236.51,10.1,2.92,1.8,-0.43,90.48,57.81,0,Good,0.36
1/9/2025 15:00,HH_888,North,0.84,238.42,31.99,4.64,1.33,24.86,27.93,47.93,0,Warning,0.13
1/9/2025 16:00,HH_856,South,0.68,233.52,38.23,5.21,3.17,-4.77,83.42,37.89,0,Good,4.67
1/9/2025 17:00,HH_222,West,2.42,246.21,34.01,3.83,0.73,2.24,55.57,64.23,0,Good,4.01
1/9/2025 18:00,HH_602,West,3.49,240.85,10,1.07,4.36,19.69,68.04,60.66,0,Good,1.14
1/9/2025 19:00,HH_798,West,4.16,241.48,14.59,0,3.38,26.14,83.96,99.31,0,Good,1.49
1/9/2025 20:00,HH_675,South,3.89,239.56,30.85,0,5.08,24.34,44.5,57.1,0,Warning,0.73
1/9/2025 21:00,HH_450,South,5.34,239.45,37.9,0.46,8.19,5.09,85.21,90.76,0,Good,0.84
1/9/2025 22:00,HH_428,East,4.41,242.85,12.28,1.22,6.45,27.05,67.36,95.54,0,Good,2.95
1/9/2025 23:00,HH_900,South,4.68,237.52,16.07,2.68,5.47,5.68,40.93,46.27,0,Warning,2.92
1/10/2025 0:00,HH_448,North,2.05,228.69,1.89,0.97,0,9.64,88.98,43.92,0,Critical,2.86
1/10/2025 1:00,HH_645,North,4.74,230.73,20.67,3.68,5.33,28.59,24.34,95.37,0,Good,0.28
1/10/2025 2:00,HH_432,West,4.18,241.56,4.44,2.54,9.17,24.23,64.29,66.22,0,Good,3.46
1/10/2025 3:00,HH_322,North,2.63,238.58,4.34,3.02,0,33.22,21.27,35.36,0,Good,0.23
1/10/2025 4:00,HH_863,North,4.56,253.28,30.69,5.28,6.07,24.59,26.13,40.45,1,Warning,4.95
1/10/2025 5:00,HH_795,North,1.71,244.51,14.41,0.64,3.52,20.57,27.51,21.63,0,Good,4.17
1/10/2025 6:00,HH_152,North,2.26,241.99,37.49,3.84,1.45,-0.78,87.07,45.76,0,Warning,4.63
1/10/2025 7:00,HH_824,South,4.2,231.88,28.93,2.97,6.4,11.55,61.9,69.68,1,Good,4
1/10/2025 8:00,HH_45,North,5.06,236.71,12.5,2.33,9.13,6.93,39.5,44.94,0,Good,1.66
1/10/2025 9:00,HH_324,West,3.44,244.94,27.59,4.77,6.33,5.98,49.3,38.28,0,Good,1.06
1/10/2025 10:00,HH_412,South,3.58,241.03,34.76,4.76,2.89,38.79,82.85,24.7,0,Good,2.51
1/10/2025 11:00,HH_261,East,1.54,235.27,18.01,1.11,1.17,12.69,62.76,87.73,0,Good,4
1/10/2025 12:00,HH_219,North,5.61,234.08,22.91,2.64,4.43,35.14,22.37,71.79,0,Good,2.68
1/10/2025 13:00,HH_620,East,3.19,242.7,9.48,3.56,6.62,23.4,85.34,92.69,0,Good,1.57
1/10/2025 14:00,HH_47,East,4.5,236.82,16.69,2.45,2.84,30.77,60.38,21.75,0,Good,1.38
1/10/2025 15:00,HH_645,West,0.77,237.7,23.58,4.17,3.13,17.62,34.71,93.75,1,Good,2.48
1/10/2025 16:00,HH_773,East,3.97,239.01,25,3.56,12.47,20.96,73.64,61.87,0,Good,2.05
